City_ID,City,Country,Date,Longitude,Lattitude,MaxTemp,Humidity,WindSpeed,Cloudiness
5374920,Morro Bay,US,1563762182,-120.85,35.37,80.6,77,11.41,1
5380437,Pacific Grove,US,1563762125,-121.92,36.62,75.99,68,6.93,20
5513343,Sunrise Manor,US,1563762136,-115.07,36.21,105.8,6,9.17,20
5530921,Snyder,US,1563762126,-100.92,32.72,91,29,5.82,1
5563839,Fortuna,US,1563762218,-124.16,40.6,63,77,12.75,1
5572400,Susanville,US,1563762211,-120.65,40.42,82.4,24,8.05,1
5587698,Caldwell,US,1563762223,-116.69,43.67,98.01,26,3.36,1
5606187,Saint Anthony,US,1563762098,-111.68,43.97,87.8,25,3.36,1
5655240,Great Falls,US,1563762220,-111.29,47.5,75.99,33,12.75,1
5710360,Winnemucca,US,1563762139,-117.74,40.97,96.8,11,9.06,1
5740099,Medford,US,1563762071,-122.87,42.33,93.2,18,10.29,1
5749352,Roseburg,US,1563762031,-123.34,43.22,89.01,35,6.93,1
5793639,Ellensburg,US,1563762203,-120.55,47,87.8,19,8.05,1
5808079,Redmond,US,1563761871,-122.12,47.67,84,30,8.05,1
5830007,Lander,US,1563762141,-108.73,42.83,79,36,9.17,1
5847411,Kahului,US,1563762107,-156.47,20.89,86,62,24.16,40
5848280,Kapaa,US,1563761991,-159.32,22.08,84.2,66,17.22,20
5855927,Hilo,US,1563762122,-155.08,19.71,80.6,65,11.41,75
5859699,College,US,1563762007,-147.8,64.86,77,36,9.17,1
5861897,Fairbanks,US,1563761942,-147.72,64.84,77,36,9.17,1
5866063,Kenai,US,1563762116,-151.26,60.55,73.99,53,9.17,1
5880568,Bethel,US,1563762116,-161.76,60.79,60.8,77,5.82,90
5919850,Chapais,CA,1563762214,-74.86,49.78,55.4,62,4.7,20
5921525,Mackay,CA,1563762111,-115.58,53.65,75.2,50,17.22,20
5924351,Clyde River,CA,1563762128,-68.59,70.47,39.2,100,5.82,90
5960603,Geraldton,CA,1563761983,-86.95,49.72,64.4,48,6.93,20
5961417,Husavik,CA,1563762142,-96.99,50.56,66,53,5.99,0
5969025,Haines Junction,CA,1563762173,-137.51,60.75,59.15,66,8.46,92
5972762,Hay River,CA,1563762117,-115.79,60.82,86,27,8.05,40
5982839,Indian Head,CA,1563762206,-103.67,50.53,68,76,5.53,9
5983720,Iqaluit,CA,1563762131,-68.52,63.75,42.8,93,10.29,90
6078372,Moose Factory,CA,1563762227,-80.61,51.26,60.8,67,5.82,90
6089245,Norman Wells,CA,1563762201,-126.83,65.28,66.2,63,4.7,75
6096551,Pangnirtung,CA,1563762192,-65.72,66.15,44.21,86,3.67,99
6111862,Port Hardy,CA,1563762167,-127.42,50.7,68,60,11.41,20
6113335,Prince Albert,CA,1563762212,-105.75,53.2,73.4,64,5.82,20
6113406,Prince Rupert,CA,1563762200,-130.32,54.32,62.6,82,3.36,75
6137381,Saint-Ambroise,CA,1563762150,-71.32,48.56,66,82,6.93,75
6138501,Saint-Augustin,CA,1563762205,-73.98,45.63,77,56,5.82,20
6138908,Saint-Philippe,CA,1563762097,-73.48,45.36,77,64,2.04,40
6149996,Smithers,CA,1563762218,-127.17,54.78,57.2,87,8.05,75
6165406,Thompson,CA,1563762105,-97.86,55.74,77,38,6.93,75
6167817,Torbay,CA,1563761940,-52.73,47.66,51.01,100,17.22,90
6170031,Tuktoyaktuk,CA,1563762115,-133.03,69.44,53.6,76,8.05,90
6174914,Wadena,CA,1563762229,-103.8,51.95,60.59,73,3.24,1
6180550,Whitehorse,CA,1563762138,-135.06,60.72,66.99,63,2.24,75
6185377,Yellowknife,CA,1563762031,-114.38,62.45,73.4,53,11.41,75
6201424,Mataura,NZ,1563762110,168.86,-46.19,50,96,5.01,65
6320062,Vila Velha,BR,1563762100,-38.6,-3.71,80.6,69,9.17,20
6322184,Porto Novo,BR,1563762213,-45.44,-23.68,60.8,82,4.7,0
6355222,Yulara,AU,1563762151,130.99,-25.24,68,24,5.82,0
6533368,Moranbah,AU,1563762165,148.04,-22,73.55,50,8.75,0
6551871,Kronshagen,DE,1563762109,10.08,54.33,57.2,100,3.36,100
6620339,Karratha,AU,1563762140,116.85,-20.74,78.23,12,16.98,0
6690297,Saint-Leu,RE,1563762221,55.28,-21.15,68,93,8.05,75
7647007,San Carlos de Bariloche,AR,1563762130,-71.31,-41.13,33.8,86,9.17,75
7669018,Aldergrove,CA,1563762151,-122.49,49.06,87.8,37,5.82,1
